Stack,Input,Rule
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION',IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,EXPRESION -> FACTOR EXPRESION'
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION' EXPRESION',IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,FACTOR -> IDENTIFICADOR FACTOR'
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION' EXPRESION' FACTOR',IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION' EXPRESION',MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,FACTOR' -> ''
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION',MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,EXPRESION' -> COMPARACION FACTOR
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION' FACTOR,MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,COMPARACION -> MAYOR_IGUAL
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION' FACTOR,MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION',ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,FACTOR -> ENTERO
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION',ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR,PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,CONDICION' -> ''
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR,PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES,LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR,ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,INSTRUCCIONES -> INSTRUCCION INSTRUCCIONES
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES,ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,INSTRUCCION -> ROMPER AT
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT,ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES,AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR,LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,INSTRUCCIONES -> ''
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL',LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES,LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,CONDICIONAL' -> ''
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR,LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,INSTRUCCIONES -> ''
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES,LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR,RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,INSTRUCCIONES -> INSTRUCCION INSTRUCCIONES
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES,RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,INSTRUCCION -> RETORNAR EXPRESION AT
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT EXPRESION,RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT,IDENTIFICADOR AT LLAVE_CERRAR $,EXPRESION -> FACTOR EXPRESION'
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT EXPRESION',IDENTIFICADOR AT LLAVE_CERRAR $,FACTOR -> IDENTIFICADOR FACTOR'
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT EXPRESION' FACTOR',IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT EXPRESION',AT LLAVE_CERRAR $,FACTOR' -> ''
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT,AT LLAVE_CERRAR $,EXPRESION' -> ''
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES,AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR,LLAVE_CERRAR $,INSTRUCCIONES -> ''
$ INSTRUCCIONES,LLAVE_CERRAR $,
$,$,INSTRUCCIONES -> ''
,$,Accept
